substance_name	allergic_patients_count	medications_count
Fennel, Sweet, Lovage Root, Absinthii Herba, Hyperici Herba, Menthae Piperitae Herba, Liquorice Root, Millefolii Herba	0	1
Neomycin Sulfate, Nystatin, Polymyxin B Sulfate	0	3
Chelidonium Majus Trit. D6, Citrullus Colocynthis Trit. D 4, Veronica Virginica Trit. D 3, Silybum Marianum Mother Tincture, Matricaria Recutita Mo...	0	1
Arnica, Planta Tota Rh Dil. D20, Betula, Cortex, Decoctum Dil. D2, Formica 42a Dil. D6	0	1
Crataegus D12, Crataegus Dil. D30, Crataegus Dil. D200	0	1
Hamamelis Leaves Fluid Extract (1:2), Ethanol 60% (V/V)	0	3
Phleum Pratense (225), Aluminium	0	2
Sodium Chloride Ph. Eur.	0	1
Doxylamine Hydrogen Succinate, Pyridoxine Hydrochloride	0	14
Lurasidone	0	26
Betula Pendula Pollen Extract, Alnus Glutinosa Pollen Extract, Corylus Avellana Pollen Extract	0	1
Kalium Carbonicum D3, Spigelia Anthelmia D2, Crataegus Mother Tincture	0	1
Refined And Quantified Dry Extract Of Ginkgo Biloba Leaves (35-67:1) Quantified To 22.0 To 27.0 % Of Flavonoids Expressed As Flavone Glycosides, 2....	0	15
Thiamine Hydrochloride, Acetylsalicylic Acid, Caffeine	0	1
Acidum Cis-Aconiticum D30, Acidum Cis-Aconiticum D200, Acidum Cis-Aconiticum D10	0	2
Ethyl Chloride	0	1
Mometasone Furoate Anhydrous	0	11
Castor Oil, Salicylic Acid	0	1
Viscum Album Mother Tincture, Solidago Virgaurea Mother Tincture, Colchicum Autumnale D1, Natrum Salicylicum D3, Aurum Chloratum D8, Kalium Iodatum...	0	2
Apisinum Trit. D 10, Apocynum Cannabium Trit D 2, Crataegus Trit. D 2, Liatris Spicata (Hab 34) Trit. D 2, Prunus Spinosa Trit. D 2, Strophantus Gr...	0	1
Glucosamine Sulfate Sodium Chloride	0	42
Pazopanib Hydrochloride	0	20
Codeine, Ethylmorphine Hydrochloride	0	1
Dimeticone, Aluminium Oxide, Magnesium Hydroxide	0	1
Lidofenin, Technetium (99mtc) Pertechnetate	0	1
Benzalkonium Chloride, Dequalinium Chloride	0	2
Indoramin Hydrochloride	0	1
Prunus Spinosa, Summitates Rh Dil. D5, Aqua Maris Dil. D3 Aquos.	0	1
Tabelecleucel	0	1
Eplontersen Sodium	0	1
Metamizole Sodium Monohydrate, Pitofenone Hydrochloride, Fenpiverinium Bromide	0	3
Calendulae Flos, Clove, Iceland Moss, Plantago Lanceolata L., Valeriana Officinalis L. Radix, Polygonum Aviculare L. Herba, Saussurea Costus Root, ...	0	1
Valerianae Tinctura (1:5)	0	1
Ammonium Persulfate	0	1
Fulvestrant	0	83
Oxerutins	0	2
Ciprofloxacin Hydrated	0	4
Dexamethasone Base	0	1
Ledum Palustre Dil. D 2, Sulfur Dil D4, Colchicum Autumnale D4, Bryonia Dil. D2, Gnaphalium Polycephalum Dil. D2, Rhus Toxicodendron Dil. D3	0	1
Avena Fatua Whole.	0	3
Hydrocortisone Sodium Succinate, Neomycin Sulfate, Polymyxin B Sulfate, Lidocaine Hydrochloride	0	1
Potassium Hydrogen Carbonate, Citric Acid, Sodium Citrate Anhydrous	0	2
Standardized Lyophylisate Of Bacterial Lysates	0	2
E.Coli Extract	0	1
Mecetronium Etilsulfate, 2-Propanol (Ph. Eur.), 1-Propanol	0	2
Calcipotriol Monohydrate, Betamethasone Dipropionate (Ph. Eur.)	0	1
Satralizumab	0	1
Trifluoperazine Hydrochloride Bp	0	3
Althaea Officinalis, Iceland Moss, Marrubium Vulgare, Pimpinella Anisum, Thymus Vulgaris L. Herba, Sambucus Nigra Flower	0	1
Flecainide Acetate	0	79
Nitrogen	0	4
Chlorobutanol Bp	0	1
Cyclizine Hydrochloride	0	7
Ascorbic Acid, Chlorphenamine, Paracetamol	0	2
Hepatitis A Virus (Inactivated)	0	2
Pipethanate Ethobromide	0	2
Sodium Hydrogen Carbonate, Sodium Lactate Solution, Magnesium Chloride Hexahydrate, Sodium Chloride, Calcium Chloride Dihydrate, Glucose Monohydrate	0	2
Dry Extract From Hyperici Herba (Der Genuine 5-7:1), Extraction Solvent: Ethanol 60%	0	3
Magnesium Chloride Hexahydrate, Potassium Chloride, Sodium Chloride, Calcium Chloride Dihydrate, Sodium Acetate Trihydrate, Succinylated Gelatin	0	4
Bitter Candytuft Fresh Plant Extract, Matricaria Liquid Extract, Menthae Piperitae Folium, Melissae Folii Dry Aqueous Extract, Glycyrrhiza Glabra R...	0	12
Rhus Toxicodendron Mother Tincture, Symphytum Ad Usum Externum, Ledum Palustre Mother Tincture	0	2
Tiliae Flos, Marshmallow Root, Plantaginis Lanceolatae Folium, Sambucus Nigra Flower, Spiraeae Flos	0	1
Adapalene, Anhydrous Benzoyl Peroxide	0	6
Extract From Fresh Lemon Balm Herb (1: 1), Extraction Solvent: Ethanol 96% (V/V)	0	1
Naphazoline Hydrochloride	0	20
Cerebrum Suis D12, Cerebrum Suis D200, Cerebrum Suis D30, Cerebrum Suis D8	0	1
Zinc Oxide Bp, Calamine Bp	0	7
Arisaema Triphyllum D4, Mercurius Solubilis Hahnemanni D 8, Pulsatilla Pratensis D4, Atropa Bella-Donna D4, Ferrum Phosphoricum D8	0	1
Conium Maculatum D30, Anamirta Cocculus D30, Theridion Curassavicum D30, Argentum Nitricum D30	0	1
Goose Meat	0	1
Peru Balsam, Zinc Oxide, Bismuth Oxide	0	1
Silicea D6, Sulfur D6, Acidum Thiocticum D6, Cartilago Suis D4, Coenzym A D6, Embryo Totalis Suis D4, Arnica Montana D1, Funiculus Umbilicalis Suis...	0	1
Disperse Red 17	0	1
Liquid Paraffin Bp	0	1
Berberis Vulgaris E Fructibus Ferm 33c Dil. D3 (Hab, Vs. 33c), Nicotiana Tabacum E Foliis Ferm 33b Dil. D9 (Hab, Vs. 33b), Pulsatilla Vulgaris E Fl...	0	1
Isavuconazonium Sulfate	0	1
Pyromorphit Dil. D8 Aquos.	0	1
Tenofovir Disoproxil Fumarate	0	7
Acenocoumarol	0	11
Escin	0	10
Metronidazole Benzoate Ph. Eur.	0	3
Carbachol	0	1
Veratrum Album Dil. D30, Veratrum Album Dil. D200, Citrullus Colocynthis Dil. D10, Citrullus Colocynthis Dil. D30, Citrullus Colocynthis Dil. D200,...	0	1
Anise Oil, Liquid Extract From Thyme (Der 1:2-2,5), Extraction Solvents: Ammonia Solution 10 % (M/M), Glycerol 85%, Ethanol 90%, Water (1:20:70:109)	0	1
Gelsemium Sempervirens E Rhizoma Ferm 35b Dil. D2 (Hab, Vs. 35b), Gelsemium Sempervirens E Rhizoma Ferm 35b Dil. D14 (Hab, Vs. 35b), Vivianit Dil. ...	0	1
Paracetamol, Acetylsalicylic Acid, Caffeine	0	57
Cloperastine Hydrochloride	0	4
Diazepam, Sulpiride	0	1
Levomenthol, Ethanol (96 Per Cent)	0	1
Bay Leaf	0	7
Hypromellose, Olanzapine	0	1
Primrose Root Fluid Extract (1:2-2,5), Extracting Solvent: Ethanol 70% (M/M), Liquid Extract From Thyme Herb (Der 1:2-2,5), Extraction Solvents: Am...	0	1
Sugar Cane	0	3
Elosulfase Alfa	0	1
Menthol, Camphor	0	4
Calcium Iodatum D3, Euspongia Officinalis D2, Fucus Vesiculosus D3	0	1
Undecylenic Acid, Zinc Undecylenate	0	2
Amifampridine	0	10
Folate Sodium, Hydroxocobalamin Chloride, Pyridoxine Hydrochloride	0	1
Olea Europaea Pollen, Depigmented Polymerized Extract	0	1
Cidofovir	0	2
Dasatinib	0	54
Lactic Acid, Sodium Lactate	0	1
Atropa Bella-Donna D4, Atropa Bella-Donna D6, Atropa Bella-Donna D12	0	1
Hydralazine Hydrochloride, Atenolol, Chlortalidone	0	1
Polymyxin B, Hydrocortisone, Oxytetracycline	0	1
Soft Extract Of Thyme Herb (3 – 5 : 1), Extracting Agent: Methanol 25 % (V/V), Soft Extract Of Primrose Root (4 - 6 : 1), Extracting Agent: Water	0	1
Dry Extract Of Marshmallow Root (Der 7-9:1), Extraction Solvent Water, Dry Extract Of Thyme (7-13:1), Extraction Solvent: Water	0	14
Mandragora E Radice Siccata Dil. D6, Piper Methysticum E Radice Siccata Dil. D2, Argentum Nitricum Dil. D5, Sumbulus Moschatus Dil. D2	0	1
Bryonia D6, Aconitum Napellus D6, Gentiana Lutea D1, Ferrum Phosphoricum D12, Acidum Lacticum D12	0	2
Ruxolitinib	0	10
Tofersen	0	1
Algeldrate, Betula Verrucosa Pollen	0	1
Fentanyl Citrate	0	47
Neomycin, Fluocinolone Acetonide, Polymyxin	0	1
Chicken Protein Allergen Extract	0	1
Arsenicum Album Dil. D6, Sulfur Dil. D6, Clematis Recta Dil. D3, Scrophularia Nodosa Dil. D3, Thuja Occidentalis Dil. D2, Hydrargyrum Bicyanatum Di...	0	1
Crataegus Oxyacantha	0	1
Harpagophytum Procumbens Mother Tincture, Arnica Montana Mother Tincture	0	1
Phleum Pratense, Dactylis Glomerata, Anthoxanthum Odoratum, Lolium Perenne, Poa Pratensis, Secale Cereale, Arrhenatherum Elatius, Agrostis Stolonif...	0	1
Sodium Chloride, Hydroxyethyl Starch 130/0.4	0	1
Dronedarone	0	18
Lycopodium Clavatum Dil D1, Nux Vomica Dil D2, Quassia Amara Dil D1, Veronicastrum Virginicum Mother Tincture	0	1
Betula, Olive	0	1
Kalium Iodatum Trit. D12	0	1
Renes Bovis Gl Dil. D4 (Hab, Vs. 41a)	0	1
Thiamine Hydrochloride, Dry Extract Of Valerian Root (3-6:1), Extraction Solvent: Water, Hawthorn Leaf And Flower Dry Extract (Der 4-7:1), Extracti...	0	1
Acidum Hydrofluoricum Dil. D 15, Ephedra Distachya Dil. D 3, Euspongia Officinalis Dil. D 3, Thyreoidinum E Gland. Thyreoid. Suis D12, Ferrum Sulfu...	0	1
Etifenin	0	1
Morphine Sulfate Pentahydrate	0	22
Causticum Hahnemanni Dil. D4, Secale Cornutum Dil. D10, Zincum Metallicum Dil. D12, Gelsemium Dil. D6, Conium Dil. D4, Plumbum Metallicum D10	0	1
Viscum Album Subsp. Album, Der 1: 2, Extraction Solvent: Water	0	2
Aprocitentan	0	1
Glucose, Anhydrous, Potassium Chloride, Sodium Chloride, Sodium Citrate Dihydrate	0	2
Pelargonium Root Liquid Extract, Dried	0	1
Senna Alexandrina Fruit Dry Extraxt (6-12:1) Adjusted To 13mg Hydroxyanthraceneglycoside (Calculated As Sennoside B), Extracting Agent: Ethanol 60%...	0	1
Colchicine, Lactose.	0	1
Dinutuximab Beta	0	1
Linvoseltamab	0	1
Benzalkonium Chloride, Phenylephrine Hydrochloride, Thenyldiamine Hydrochloride	0	1
Inotersen	0	1
Pseudoephedrine Hydrochloride, Paracetamol, Dextromethorphan Hydrobromide Monohydrate	0	1
Talquetamab	0	1
Equine European Viper Aspis Venom Immunoglobulin, Equine European Viper Berus Venom Immunoglobulin, Equine European Viper Ammodytes Venom Immunoglo...	0	1
Metformin Hydrochloride Bp	0	2
Camphor, Methyl Salicylate, Pine Oil, Turpentine Oil	0	1
Valine, Alanine, Arginine, Cysteine, Histidine, Isoleucine, Leucine, Methionine, Phenylalanine, Proline, Serine, Threonine, Tyrosine, Aspartic Acid...	0	4
Amoxicillin Trihydrate, Flucloxacillin Sodium	0	1
Furosemide, Anhydrous Amiloride Hydrochloride	0	1
Oxycodone Hydrochloride Ph. Eur.	0	4
Cistus Canadensis Dil. D3, Fumaria Officinalis Spag. Peka Dil. D6, Ranunculus Bulbosus Dil. D4, Viola Tricolor Spag. Peka Dil. D4, Centella Asiatic...	0	1
Dexamethasone Sodium Phosphate, Framycetin Sulfate	0	1
Lenalidomide	0	129
Avena Sativa L., Triticum Aestivum, Zea Mays L., Hordeum Vulgare L.	0	25
Hydrogen Peroxide Solution (30 Per Cent) Ph. Eur.	0	1
Potassium Nitrate, Silver Nitrate	0	2
Stannum Metallicum Dil. D9, Bryonia Cretica Ferm 33b Dil. D2	0	1
Echinacea Dil. D 1, Ferrum Phosphoricum Dil. D 6 Aquos	0	1
Medroxyprogesterone Acetate, Estrogens Conjugated	0	2
Calcium Carbonate, Calcium Lactate Gluconate	0	8
Scrophularia Nodosa Dil. D2	0	1
Trimetazidine Dihydrochloride	0	41
Aluminium Hydroxide-Magnesium Carbonate Gel, Magnesium Hydroxide, Magnesium Trisilicate	0	1
Fludeoxyglucose	0	1
Nivolumab	0	1
Chloroxylenol, Camphor, Racemic	0	1
Cynara Cardunculus Leaf Extract, Peumus Boldus Molina, Taraxacum Officinale, Silybum Marianum Extract	0	1
Ascorbic Acid, Ferrous Fumarate	0	2
Hesperidin, Diosmin, Micronized	0	1
Piroxicam Betadex	0	8
Sodium Lactate Solution, Magnesium Chloride Hexahydrate, Sodium Chloride, Calcium Chloride Dihydrate, Glucose Monohydrate	0	8
Dry Extract From Milk Thistle Fruit: 135-152 Mg Corresponding To 83 Mg Silymarin, Calculated As Sylibinin: Extraction Solvent: Acetone 95% (V/V)	0	1
Magnesium Chloride Hexahydrate, Potassium Chloride, Sodium Chloride, Sodium Citrate, Calcium Chloride Dihydrate, Glucose Monohydrate, Sodium Acetat...	0	1
Borago Officinalis E Foliis Ferm 34b Ø (Hab, Vs. 34b), Hamamelis Virginiana E Foliis Ferm 33d Ø (Hab, Vs. 33d), Quercus Robur/Petraea E Cortice, De...	0	2
Riboflavin Sodium Phosphate, Thiamine Hydrochloride, Cyanocobalamin, Nicotinamide, Calcium Folinate Pentahydrate	0	1
Timolol Maleate, Latanoprost	0	83
Adonis Vernalis Ferm 33d Dil. D2, Crataegus Laevigata/Monogyna E Foliis Et Fructibus Ferm 33d Dil. D2 (Hab, Vs. 33d)	0	1
Extract Of Chamomile Flowers (Chamomilla Recutita (L.) Rauschert) (2,75:1), Extraction Solvent: Ethanol 95.4% (V/V)	0	1
Naphazoline Nitrate, Sulfathiazole	0	1
Cetrimide	0	15
Zinc Oxide, Ichthammol, Tormentillae Rhizoma Extractum Fluidum, Borax	0	1
Arnica Montana C9, Bryonia C5, Rhus Toxicodendron C15	0	1
Convallaria Majalis Urtinktur, Nitroglycerinum Dil. D3, Crataegus Mother Tincture	0	1
Graphites Dil. D10, Calcium Carbonicum Hahnemanni Dil. D 10, Graphites Dil. D200, Graphites Dil. D30, Calcium Carbonicum Hahnemanni Dil. D200, Calc...	0	1
Phenazone, Caffeine	0	2
Silybum Marianum Dil. D4, Chelidonium Majus Dil. D4, Lycopodium Clavatum Dil. D4	0	1
Disulfiram, Benzyl Benzoate	0	1
Lithium Carbonate	0	25
Beremagene Geperpavec	0	1
Isoprenaline Hydrochloride	0	23
Quetiapine, Quetiapine Fumarate	0	1
Terebinthinae Aetheroleum Rectificatum, Apis Mellifica Dil. D4, Dactylopius Coccus Dil.D2, Sulfur Dil. D 8, Urginea Maritima Dil. D 3, Petroselinum...	0	1
Acetic Acid, Glacial, Sodium Hydrogen Carbonate, Magnesium Chloride Hexahydrate, Sodium Chloride, Calcium Chloride Dihydrate, Glucose Monohydrate	0	1
Essential Oil From Melissa Officinalis Leaf (Up To 536 Mg), Inula Helenium Root (Up To 714 Mg), Angelica Archangelica Root (Up To 714 Mg), Zingiber...	0	1
Miconazole Nitrate, Benzoyl Peroxide	0	3
Carbo Betulae, Chamomilla Recutita, Radix, Ethanol. Decoctum Ø, Antimonit Trit. D2	0	1
Vi Polysaccharide Of Salmonella Typhi (Ty2 Strain)	0	2
Anthocyanosidic Extract Of Vaccinium Myrtillus, A-Tocopherol Acetate Concentrate (Powder Form)	0	1
Gentamicin Sulfate, Hydrocortisone Acetate	0	2
Paracetamol, Codeine Phosphate Hemihydrate	0	89
Clotrimazole, Hexamidine Diisetionate	0	3
Diclofenac Sodium, Heparin Sodium	0	3
Levomenthol, Resorcinol, Salicylic Acid, Veratrol	0	1
Beclometasone Dipropionate, Formoterol Fumarate Dihydrate	0	99
Ibuprofen Ph. Eur.	0	4
Procarbazine	0	1
Sulfafurazole	0	1
Emtricitabine, Tenofovir Alafenamide	0	9
Menthol, Capsaicin, Methyl Salicylate, Salicylic Acid	0	1
Calcium Lactate Bp	0	1
Urtica	0	1
Aminoacridine Hydrochloride, Lidocaine Hydrochloride Monohydrate	0	2
Folinic Acid	0	54
Olmesartan Medoxomil, Amlodipine Besilate	0	6
Cimicifuga D2, Sepia D2, Sanguinaria Canadensis D6, Strychnos Ignatii D3	0	1
Deferoxamine Mesilate	0	8
Lactobacillus Lb	0	2
Atropa Belladonna Dil. D4, Semecarpus Anacardium Dil. D6, Carbo Vegetabilis Dil. D8, Chamomilla Dil. D2, Lycopodium Dil. D5	0	1
Hydrargyrum Sulfuratum Rubrum Trit. D3, Hydrastis Trit. D3, Kalium Bichromicum Trit. D3, Echinacea Trit. D1	0	2
Poractant Alfa	0	2
Solidago Virgaurea D12, Solidago Virgaurea D200, Solidago Virgaurea D30	0	1
Dry Extract Of Motherwort Herb (5.6-13.2:1), Extraction Solvent: Ethanol 40% V/V, Dry Extract Of Valerian Root (3.7-7.7:1), Extraction Solvent: Eth...	0	1
Manidipine	0	1
Bryophyllum Rh Dil. D5, Conchae Dil. D7 Aquos.	0	1
Saccharomyces Cerevisiae, Magnesium Sulfate Trihydrate	0	1
Tolvaptan	0	26
Allantoin, Bigas Flavones Solitaria A Scutellaria Baicalensis Radix	0	1
Ferrous Ascorbate	0	1
Nerium Oleander D6, Hydrargyrum Bichloratum D5, Acidum Phosphoricum D3, Matricaria Recutita D4	0	1
Chininum Arsenicosum Dil. D 8, Phosphorus Dil. D 12, Cinchona Pubescens Dil. D5, Acidum Arsenicosum Dil. D12, Acidum Phosphoricum Dil. D4	0	1
Artemisia Cina D6, Artemisia Vulgaris D6, Tanacetum Vulgare D6, Graphites D30, Hydrargyrum Bichloratum D 12	0	1
Crospovidone, Karaya Gum	0	1
Heavy Magnesium Carbonate Bp, Citric Acid Bp	0	1
Phospholipids	0	1
Sodium Citrate, Sodium Alkylsulphoacetate	0	1
Drosera Rotundifolia D4, Belladonna D6, Cuprum Aceticum D12, Lobaria Pulmonaria D4, Bryonia Cretica D6	0	1
Lysatum Escherichiae Coli	0	1
Betulae Folium, Equisetum, Phaseoli Pericarpium, Arctostaphylos Uva-Ursi Leaf	0	1
Kalmia Latifolia D6, Selenicereus Grandiflorus D6, Urginea Maritima D6, Phosphorus D6, Crataegus D6, Digitalis Purpurea D6, Kalium Carbonicum D6, S...	0	1
Retina Suis D10, Retina Suis D200, Retina Suis D30	0	1
Thick Extract Of Saw Palmetto Fruit (7.5-12.5: 1), Extraction Solvent: Ethanol 90% (M/M)	0	1
Acidum Nitricum D6, Berberis Vulgaris D6, Lycopodium Clavatum D6, Smilax D6	0	1
Etuvetidigene Autotemcel	0	1
Mucopolysaccharide Polysulfuric Acid Ester, Salicylic Acid	0	7
Cefamandole Nafate	0	1
Voriconazole	0	121
Arachis Oil	0	1
Glycerol (85 Per Cent)	0	3
Penciclovir	0	15
Sennae Folium, Purified Sulphur, Dry Extract From Rhubarb (Der 3-5: 1), Extraction Solvent: 70% Ethanol (V/V), Carbo Vegetabilis	0	1
Diphenhydramine Hydrochloride, Dexamethasone	0	1
Liquid Extract (1:1) From Lemon Balm, Hawthorn Leaf And Flower, Lime Flower And Matricaria Flower (2/2/2/1,5)	0	1
Benzocaine, Aluminium Hydroxide Gel, Magnesium Hydroxide	0	2
Insulin Lispro	0	21
Psychotria Ipecacuanha D4, Lobelia Inflata D4, Natrium Sulfuricum D4, Atropa Bella-Donna D4, Arsenum Iodatum D6, Blatta Orientalis D6, Illicium Ver...	0	1
Tannin	0	1
Equisetum Arvense Ex Herba Ferm 35b Dil. D5 (Hab, Vs. 35b), Viscum Album (Mali) E Planta Tota Ferm 34i Dil. D5 (Hab, Vs. 34i)	0	1
Metformin, Sitagliptin	0	6
Camphor, Siberian Fir Oil, Menthol Ph. Eur.	0	1
Valine, Alanine, Arginine, Histidine, Isoleucine, Leucine, Methionine, Phenylalanine, Proline, Serine, Threonine, Tyrosine, Aspartic Acid, Glutamic...	0	75
Ampicillin, Flucloxacillin	0	1
Gadobutrol	0	14
Oxytocin Synthetic	0	2
Citrullus Colocynthis D12, Ranunculus Bulbosus D4, Rhus Toxicodendron D30, Arsenicum Album D12	0	1
Dexamethasone, Ciprofloxacin	0	9
Leucocyti Dialysatum Cryodesiccatum	0	1
Azidamfenicol	0	1
Hydroxycarbamide	0	29
Pralidoxime Metilsulfate	0	1
Stibium Metallicum Praeparatum Dil. D6 Aquos.	0	2
Echinacea Mother Tincture, Apis Mellifica Dil. D3, Matricaria Recutita Mother Tincture	0	1
Meglumine Antimonate	0	1
Calcium Carbonicum Hahnemanni D12	0	1
Secale Cornutum D4, Sarcolacticum Acidum D4, Barium Carbonicum D13, Cuprum Sulfuricum D6, Embryo Totalis Suis D8, Arteria Suis D10, Funiculus Umbil...	0	1
Triticum Aestivum	0	22
Aluminium Oxide, Hydrated, Guar, Aluminium Phosphate, Magnesium Hydroxide	0	1
Fluid Extract From Ribwort Herbal (1: 1)	0	2
Nordazepam	0	1
Chlorphenamine Maleate, Oxymetazoline Hydrochloride	0	1
Cyproterone Acetate, Ethinylestradiol	0	33
Ascorbic Acid, Nitrofurantoin	0	1
Hippocastani Corticis Extractum Siccum: Der: 40-90:1, Ekstrahent: Metanol 90 %, Lidocaine Hydrochloride	0	1
Pizotifen Malate Bp	0	1
Sodium Nitrite	0	4
Dry Extract From Rhodiola Rosea Root (1,5–5:1), Extraction Solvent: Ethanol 60 % (M/M)	0	5
Magnesium Citrate, Pyridoxine Hydrochloride	0	5
Bos Spp. (713)	0	3
Riluzole	0	39
Tincture (1:7) From Goldenrod Herb, Dandelion Herb With Root, Ammi Visnage Fruit, Bean Pericarp, Extraction Solvent: Ethanol 70%	0	1
Aesculus Hippocastanum Dil. D6, Calcium Fluoratum Dil. D10, Calcium Phosphoricum Dil. D8, Acidum Silicicum Dil. D8, Arnica Dil. D3, Rhus Toxicodend...	0	1
Extract Of Phoradendron Leucarpum Herb (1:50), Extraction Solvent: Sodium Monohydrogen Phosphate Dihydrate, Ascorbic Acid And Water For Injection (...	0	3
Natrium Bicarbonicum D6	0	1
Cetylpyridinium Chloride	0	14
Arnica Montana Dil. D20, Rhus Toxicodendron D8, Formica Rufa D8, Gelsemium Sempervirens, Ethanol. Decoctum D6, Gnaphalium Leontopodium D4, Bambusa ...	0	1
Copper Gluconate, Sodium Fluoride, Sodium Iodide, Sodium Selenite, Ammonium Molybdate Tetrahydrate, Zinc Gluconate Trihydrate, Ferrous Gluconate Di...	0	1
Grindelia Robusta Trit. D 4, Hyoscyamus Niger Trit. D 4, Lobelia Inflata Trit. D4, Cephaelis Ipecacuanha Trit. D4	0	1
Phenobarbital, Anhydrous Caffeine	0	1
Simeticone, Phloroglucinol Dihydrate	0	2
Doconexent, Icosapent, Fish Oil, Rich In Omega-3-Acids	0	1
Lobster	0	3
Betaine Anhydrous	0	2
Isopropyl Myristate, Liquid Paraffin	0	2
Quinine Sulfate Ph. Eur.	0	3
Testosterone Propionate	0	2
Acetylcysteine, Levocarnitine, Glycine, Olive Oil, Refined, Triglycerides, Medium Chain, L-Lysine Acetate, Soya Bean Oil Refined Ph.Eur., Glucose M...	0	1
Eszopiclone	0	5
Mifepristone	0	7
Carbocisteine Lysine	0	12
Vincetoxicum Hirundinaria Trit. D5, Sulfur Trit. D4	0	1
Antimonit Trit. D4, Argentum Nitricum Dil. D19 Aquos. (Hab, Vs. 5b), Atropa Belladonna Ex Herba Ferm 33a Dil. D13 (Hab, Vs. 33a), Echinacea Pallida...	0	1
Gentiana Lutea Rh Dil. D1	0	1
Paracetamol, Soft Extract From Grindelia (Der: 4:1), Extraction Solvent: Ethanol 70% (V/V), Soft Extract From Gelsemium (Der: 10:1), Extraction Sol...	0	1
Coal Tar Solution Bp, Salicylic Acid Ph. Eur., Precipitated Sulphur	0	1
Dienogest	0	38
Levothyroxine Sodium Pentahydrate	0	3
Belladonna D3, Hydrastis D3, Kalium Sulfuricum D4, Silica D5, Hepar Sulfuris D5, Manganum Sulfuricum D3, Calcarea Carbonica Ostrearum D3, Schoenoca...	0	1
Ichthammol, Salicylic Acid, Betamethasone 17-Valerate 21-Acetate	0	1
Progesterone, Estradiol Hemihydrate	0	2
Sulfogaiacol, Sodium Benzoate	0	1
Enalapril Maleate, Lercanidipine Hydrochloride	0	72
Menthol, Zinc Oxide	0	1
Calcium Phosphoricum D12	0	1
Ustilago Holci	0	3
Amitriptyline Hydrochloride, Chlordiazepoxide	0	3
Formica Rufa D12, Sulfur Dil. D12, Acidum Arsenicosum Dil. D12	0	1
Omeprazole Magnesium	0	7
Cimicifuga Racemosa Dil. D 2, Passiflora Incarnata Dil. D 3, Zincum Valerianicum Dil. D3, Platinum Metallicum Dil. D8, Ignatia Dil. D6, Cypripedium...	0	1
Delphinium Staphisagria D8, Calcium Carbonicum Hahnemanni D30, Matricaria Recutita D4	0	1
Lactose.	0	122
Atropine Sulfate Ph. Eur.	0	4
Hydrazine Sulfate	0	1
Potassium Chloride Ph. Eur.	0	1
Somatostatin Acetate	0	2
Dry Extract Of Ptychopetalum Olacoides Wood (100-250:1), Extraction Solvent: Ethanol 70% (V/V), Caffeine	0	1
Maprotiline Hydrochloride	0	4
Bupivacaine Hydrochloride	0	73
Salbutamol	0	71
Trabectedin	0	28
Allii Sativi Extractum, Echinaceae Purpureae Herbae	0	1
Ferrum Metallicum D12, Atropa Bella-Donna D6	0	1
Niaouli Essential Oil	0	9
Chlorcyclizine Hydrochloride, Cinnarizine	0	1
Articaine Hydrochloride, Epinephrine Bitartrate	0	21
Cuprum Aceticum Dil. D3, Zincum Isovalerianicum Dil. D3	0	1
Helleborus Foetidus D20 Aquos.	0	1
Sodium Dihydrogen Phosphate Dihydrate, Water For Injection	0	1
Dry Extract (3-6:1) Of Gentian Root, Primula Flowers, Sorrel Herb, Elder Flowers, Vervaine Herb (1:3:3:3:3), Extracting Agent: Ethanol 51% (M/M)	0	11
Macitentan	0	61
Betulae Folium, Solidago Virgaurea, Orthosiphon Folium, Arctostaphylos Uva-Ursi Leaf	0	1
Retinol Palmitate, Dl-Alpha Tocopherol Acetate	0	4
Thuja Occidentalis Argento Culta Rh Dil. D3	0	1
Acidum Picrinicum Dil. D 10, Kalium Phosphoricum Dil. D 3, Panax Ginseng Dil. D 4, Selenium Dil. D 10, Zincum Picrinicum Dil. D 10, Chamaelirium Lu...	0	1
Eucalyptus Oil, Turpentine Oil, Larix Decidua Resin	0	7
Mupirocin Calcium	0	8
Cefoperazone Sodium	0	1
Water For Injection	0	374
Arctostaphylos Uva-Ursi Leaf	0	7
Glycerol, Sodium Chloride, Glucose Monohydrate	0	1
Pentaerithrityl Tetranitrate, Glyceryl Trinitrate	0	1
Sepia Officinalis Dil. D 8, Lycopodium Clavatum Dil. D30, Acidum Arsenicosum Dil. D30, Gelsemium Sempervirens Dil. D12, Atropa Bella-Donna Dil. D12...	0	1
